dialogue_id	source_file	label	map	speaker	context	tags	text	notes	original_hash
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks3	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks3			ApprenticeMonFirstThanks3		My {STR_VAR_1}?\nUnderstood!\pI can't believe that you would bother\nto answer my questions so often!\pI'm so grateful that you would even\nspeak with me… Thank you!		46a1b94c2b353db8
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst4	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst4			ApprenticeWhichMonFirst4		Oh, {PLAYER}{KUN}! It's me!\nI'm so glad to see you because I have\lthis little problem.\pI can't decide how my POKéMON should\nbe lined up. Could you decide for me?\pOh, you don't need to decide the whole\nparty right now.\pHow about deciding just the first\nPOKéMON for me?		25e714b244ee7ded
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks4	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks4			ApprenticeMonFirstThanks4		My {STR_VAR_1}? That's great!\pKnowing that you made the decision,\n{PLAYER}{KUN}, I won't be so upset if\lI lose.\pOkay, I'll look to you for advice again.\nBye!		f264e6b22c288558
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst5	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst5			ApprenticeWhichMonFirst5		Hi, my teacher {PLAYER}{KUN}!\nI'm busy again today!\pI have to do some cycling, shopping,\nand humming.\pI haven't even had the time to decide\nhow to line up my POKéMON team.\pSo, how about checking out my team?\nWhich one should go first?		a661931b00b7ea12
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks5	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks5			ApprenticeMonFirstThanks5		Okay, gotcha.\nI have enough time at least to put\lmy {STR_VAR_1} at the head of the line!\pWhoops, my girlfriend's waiting!\nThanks! See you around!		b94e3891d521b565
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst6	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst6			ApprenticeWhichMonFirst6		Yoohoo! Hiya, {PLAYER}!\nYou always walk around looking tough!\pListen, I need something from you\nagain! It's the usual thing!\pDrum roll, please!\nThe question I have is about my team.\pWhich POKéMON of mine should be first\nto go out in a battle?		69e41df11c8d26c8
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks6	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks6			ApprenticeMonFirstThanks6		Hmhm!\nMy {STR_VAR_1}, you say!\lThanks for a most cool answer!\pI guess that's about all I wanted\nto ask you today.\pLet's meet here again, okay?\nThanks!		a68e7ae7bf145776
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst7	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst7			ApprenticeWhichMonFirst7		Thank you so much for stopping to\nchat with me, {PLAYER}.\pI know I'm taking advantage of your\nkindness, but may I ask for advice?\pI would like you to decide on the order\nof my POKéMON team.\pIt would please me if you could decide\nwhich POKéMON should come first.		951844a0810ec5da
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks7	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks7			ApprenticeMonFirstThanks7		My {STR_VAR_1} it is!\nI will put it first right away!\pThank you, {PLAYER}.\nI hope I can count on you again.\lPlease take care!		78a253b0af70b785
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst8	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst8			ApprenticeWhichMonFirst8		Eek! {PLAYER}!\nI… I'm overjoyed to see you again!\pMy POKéMON have become much\nstronger!\pBut I don't always win. It seems to\ndepend on which POKéMON goes first.\p{PLAYER}, please, I need your help!\pPlease decide which of my POKéMON\nshould go out first!		65a86adb65fd8b37
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks8	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks8			ApprenticeMonFirstThanks8		Sigh… I'm overwhelmed with happiness…\pIt's like a dream having you decide\nfor me, {PLAYER}.\pBut perfectly understood!\nI will go with my {STR_VAR_1} first!\pI hope you'll be willing to teach me\nsome more another time.		905594e57304bae9
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst9	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst9			ApprenticeWhichMonFirst9		Hello, hello!\nMy mentor, {PLAYER}{KUN}!\lHit me with your sage advice today!\pYou see, I pulled together a team of\nthree POKéMON. So far so good.\pBut the team's battling order's not\nsettled yet.\pThis is where you come in, {PLAYER}{KUN}!\nYou decide which POKéMON leads off!\pDon't be shy now.\nLet's blurt it out!		5e770fc3aade3d8d
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks9	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks9			ApprenticeMonFirstThanks9		Uh-huh, my {STR_VAR_1} leads off!\nOK, A-OK!\lI'll reorder the lineup, like, wham!\pAll right, thanks, as always!\nAdios!		ae343a69d67c296a
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst10	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst10			ApprenticeWhichMonFirst10		{PLAYER}{KUN}, listen!\nIt's a crisis!\pMy POKéMON, all three of them, go into\nbattle at once!\pOf course that's impossible!\nWahahaha!\pThis is no lie, though.\nI'm not very good at thinking about\lhow I should line up my POKéMON.\pSo, how about deciding for me which\nPOKéMON should go first, master?		2f4f23fa85e91b44
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks10	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks10			ApprenticeMonFirstThanks10		Okay, so it's my {STR_VAR_1} you chose?\nI'll let any but that one go first!\pJust kidding!\nI'll obey your teaching, master!\pThanks, master!\nI hope you'll keep teaching me!		50363d566f3839ad
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst11	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst11			ApprenticeWhichMonFirst11		A-H-O-Y!\nAnd that spells ahoy!\pThe rappin' SAILOR am I!\nI present to you a question\lthat's pretty fly!\pIt's a team lineup question\nthat begs your suggestion!\pOut of this lot, which should go first\nas the first on the spot?		21dfc0b9f4d57e8f
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks11	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks11			ApprenticeMonFirstThanks11		Okay, I hear you, sure I do!\nI'll switch them up, that I'll do!\pIf it's advice I ever need,\n{PLAYER}, your word I'll always heed!		f93e84d655014087
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst12	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst12			ApprenticeWhichMonFirst12		Yahoo, {PLAYER}!\nHow do you do?\pWhat should I do? Go ahead and ask?\nUh-huh, I have something to ask!\lAre you receiving me?\lYou are receiving me!\pYou have to decide, which of my\nPOKéMON is the first to ride!\lInto battle, I mean to say.		79ad6dc1c6d1d57a
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks12	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks12			ApprenticeMonFirstThanks12		My {STR_VAR_1}? Yes!\nThat'll do, there's no distress!\pWell, {PLAYER}, I have to roam free,\nbut don't you forget about me.\pSee you again, my smart friend!		63f5a86a1ddf0595
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst13	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst13			ApprenticeWhichMonFirst13		…Oof…ooch… {PLAYER}{KUN}…\nMy stomach's hurting all of a sudden…\p…It's getting better now…\pI must've worried myself sick racking\nmy brains on how I should line up\lmy posse of POKéMON.\pSo, things being this way,\nI need you to decide for me.\p{PLAYER}{KUN}, which of my POKéMON should\ngo first? So I'd win, I mean.		142fe9fcf64cfea1
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks13	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks13			ApprenticeMonFirstThanks13		Hm, all right.\nMy {STR_VAR_1} goes first.\pI'll fix the lineup like that after\nI have my supper.\pI hope I can keep hitting you up\nfor help like this.		2a35260afcce7a94
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst14	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst14			ApprenticeWhichMonFirst14		Er… Um…\n{PLAYER}{KUN}?\pPlease, don't look at me that way.\nYou're making me feel all flustered.\pUm…\nI really need your advice.\pIt makes me bashful to say this,\nbut I chose my 3-POKéMON team.\lI can't decide on the order, though.\pWhich POKéMON should I send out first\nso I at least look capable?		96666f1f9ecbdf70
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks14	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks14			ApprenticeMonFirstThanks14		Oh… Okay!\nI'll lead with my {STR_VAR_1}.\pI hope I can do my best without\ngetting all flustered.\pThank you, {PLAYER}{KUN}.\nIf we meet again, I hope you will be\las helpful.		dc4264338e0ae656
data/text/apprentice.inc::gText_ApprenticeWhichMonFirst15	data/text/apprentice.inc	gText_ApprenticeWhichMonFirst15			ApprenticeWhichMonFirst15		Hm? You appear to be {PLAYER}{KUN}…\nBut are you really?\lPerhaps you're a clever look-alike?\pOh, no, no, no, don't worry!\nIf you really are {PLAYER}, please\lforget about my rudeness.\pWhat I would like is your fine advice.\pI have here my POKéMON team.\nI would like you to tell me which one\lshould go first in a battle.		a097dc838839b2c7
data/text/apprentice.inc::gText_ApprenticeMonFirstThanks15	data/text/apprentice.inc	gText_ApprenticeMonFirstThanks15			ApprenticeMonFirstThanks15		My {STR_VAR_1}…\nYou aren't pulling my leg?\pI see. If that's the case, that's fine.\nI thank you for your time.\pI am as you see, but I shall do\nmy best.\pLet us meet again!		61c0e48e67ceb7f3
data/text/apprentice.inc::gText_ApprenticeWhichMon0	data/text/apprentice.inc	gText_ApprenticeWhichMon0			ApprenticeWhichMon0		Snivel…\nOh, {PLAYER}!\pWhat perfect timing!\nThere's something I just can't decide…\pI can't decide which POKéMON I should\nbe using.\pI can't decide between the POKéMON\n{STR_VAR_1} and {STR_VAR_2}…\p{PLAYER}, which do you think will give\neven me a chance at winning?		e6ce3505e2d5e844
data/text/apprentice.inc::gText_ApprenticeMonThanks0	data/text/apprentice.inc	gText_ApprenticeMonThanks0			ApprenticeMonThanks0		Snivel… I… I understand!\nOh! I'm so sorry!\lYou've made me so happy, I'm crying…\pI'll do my best to catch one\n{STR_VAR_1}!\pThank you so much!		c48dfdb15712f088
data/text/apprentice.inc::gText_ApprenticeWhichMon1	data/text/apprentice.inc	gText_ApprenticeWhichMon1			ApprenticeWhichMon1		Yay! It's {PLAYER}!\nYay, you came at the right time, too!\lI need your advice again!\pUm, I'm all mixed up--should I use\nmy {STR_VAR_1} or {STR_VAR_2}…\pWhich do you think I should raise,\n{PLAYER}?		c6bbbe7dc66e637d
data/text/apprentice.inc::gText_ApprenticeMonThanks1	data/text/apprentice.inc	gText_ApprenticeMonThanks1			ApprenticeMonThanks1		Oh, so my {STR_VAR_1} is better!\nOkay, I'll do that!\pThanks for teaching me!		70bd1a38de463557
data/text/apprentice.inc::gText_ApprenticeWhichMon2	data/text/apprentice.inc	gText_ApprenticeWhichMon2			ApprenticeWhichMon2		{PLAYER}, hello!\nI have a question I wanted to ask.\pI'm in a dilemma over whether I should\nraise one {STR_VAR_1} or {STR_VAR_2}.\pWhich POKéMON do you think will\nbe stronger?		f947a8c89694a9cf
data/text/apprentice.inc::gText_ApprenticeMonThanks2	data/text/apprentice.inc	gText_ApprenticeMonThanks2			ApprenticeMonThanks2		{STR_VAR_1} is your choice?\nOkay, I got it!\pI'll go catch a strong {STR_VAR_1}\nright away!\pSee you again!		4aa2b551ad2c50ee
data/text/apprentice.inc::gText_ApprenticeWhichMon3	data/text/apprentice.inc	gText_ApprenticeWhichMon3			ApprenticeWhichMon3		Hello, {PLAYER}…\pUm, you've probably already forgotten\nabout someone like me…\p…But that doesn't matter if you\ncould give me advice…\pI can't decide on the one kind of\nPOKéMON I should raise…\pI've narrowed the field to the POKéMON\n{STR_VAR_1} and {STR_VAR_2}, but that's\lwhere I became stuck…\p{PLAYER}, you probably don't want to\nbother, but please decide for me.		eea6b1c4983a3995
data/text/apprentice.inc::gText_ApprenticeMonThanks3	data/text/apprentice.inc	gText_ApprenticeMonThanks3			ApprenticeMonThanks3		But will a wild {STR_VAR_1} even pay\nattention to me?\pI will try!\pBut will I even be able to catch one…\nNo! I'll do my best!\pThank you!		79aee436b8b4b9d7
data/text/apprentice.inc::gText_ApprenticeWhichMon4	data/text/apprentice.inc	gText_ApprenticeWhichMon4			ApprenticeWhichMon4		Oh, {PLAYER}{KUN}! I'm so glad to see you!\nI was about to go looking for you!\pCan you decide what kind of POKéMON\nI should use?\pFor instance…\nHow about the POKéMON {STR_VAR_1}\land {STR_VAR_2}?\pWhich one do you think would be\nbetter?		4d3cd40e98df11d1
data/text/apprentice.inc::gText_ApprenticeMonThanks4	data/text/apprentice.inc	gText_ApprenticeMonThanks4			ApprenticeMonThanks4		{STR_VAR_1}? That's great!\pKnowing that you made the decision,\n{PLAYER}{KUN}, I won't be so upset if\lI lose.\pOkay, I'll look to you for advice again.\nBye!		c5682210370afaf0
data/text/apprentice.inc::gText_ApprenticeWhichMon5	data/text/apprentice.inc	gText_ApprenticeWhichMon5			ApprenticeWhichMon5		If it isn't {PLAYER}{KUN}! How's it going?\nI'm busy again as always!\pI want to do good with POKéMON, too,\nbut I haven't been able to decide\lwhich POKéMON I should use.\pYou know how {STR_VAR_1} look strong?\nBut {STR_VAR_2} are tough to ignore.\p{PLAYER}{KUN}, give me some of your good\nadvice! Which one'd be good for me?		6ea4577b8475e6a3
data/text/apprentice.inc::gText_ApprenticeMonThanks5	data/text/apprentice.inc	gText_ApprenticeMonThanks5			ApprenticeMonThanks5		Okay, gotcha.\nI'll find time somehow and catch me\lthat {STR_VAR_1} you recommended.\pI'm glad I met a good mentor in you.\nThanks! See you around!		763ffd30414bfdb8
data/text/apprentice.inc::gText_ApprenticeWhichMon6	data/text/apprentice.inc	gText_ApprenticeWhichMon6			ApprenticeWhichMon6		Oh!\nYay, it's {PLAYER}!\pI didn't waste any time boasting to\nmy friends about meeting you!\pI need to tap your mind again today.\nIt's an easy one for you!\pDrum roll, please!\nThe question I have is…\pIf I were to raise a POKéMON,\nand the choices were one {STR_VAR_1}\lor {STR_VAR_2}, which should it be?		1bf9e1a037f8296b
data/text/apprentice.inc::gText_ApprenticeMonThanks6	data/text/apprentice.inc	gText_ApprenticeMonThanks6			ApprenticeMonThanks6		Ahhh!\n{STR_VAR_1}, you say!\lThanks for a most cool answer!\pI guess that's about all I wanted\nto ask you today.\pLet's meet here again, okay?\nThanks!		9d2aeaa1485c70b3
data/text/apprentice.inc::gText_ApprenticeWhichMon7	data/text/apprentice.inc	gText_ApprenticeWhichMon7			ApprenticeWhichMon7		Oh, is it you, {PLAYER}?\nI'm delighted to see you again!\pEver since I became your apprentice,\nmy confidence has been blooming.\pI think I'm ready to raise a POKéMON\nof my own!\p{PLAYER}, may I impose on you to choose\nwhich POKéMON I should raise?\pThe choices are the POKéMON\n{STR_VAR_1} or {STR_VAR_2}…\lWhich POKéMON is right for me?		3cca7cfcfe3cc6cb
data/text/apprentice.inc::gText_ApprenticeMonThanks7	data/text/apprentice.inc	gText_ApprenticeMonThanks7			ApprenticeMonThanks7		One {STR_VAR_1} it is!\nI will find one right away!\pThank you, {PLAYER}.\nI hope I can count on you again.\lPlease take care!		b842f9c7f8f8eaa3
data/text/apprentice.inc::gText_ApprenticeWhichMon8	data/text/apprentice.inc	gText_ApprenticeWhichMon8			ApprenticeWhichMon8		Eek! {PLAYER}! I met you again!\nI… I'm overjoyed!\pOh-oh-oh, I know!\nI shouldn't pass up this opportunity!\pMay I ask a huge favor, {PLAYER}?\nPlease choose a POKéMON for me!\pPlease decide which would be better,\n{STR_VAR_1} or {STR_VAR_2}!		7a318897004c77b0
data/text/apprentice.inc::gText_ApprenticeMonThanks8	data/text/apprentice.inc	gText_ApprenticeMonThanks8			ApprenticeMonThanks8		Wow! You decided for me!\nOne {STR_VAR_1} is what I'll raise to\lthe best of my ability.\pI hope you'll be willing to teach me\nsome more another time.		f8c57b71628df927
data/text/apprentice.inc::gText_ApprenticeWhichMon9	data/text/apprentice.inc	gText_ApprenticeWhichMon9			ApprenticeWhichMon9		Hey, hey!\nMy mentor, {PLAYER}{KUN}!\pHello, I've been looking for you\nfor some more of your sage advice!\pWhich kind of POKéMON would be right\nfor me, one {STR_VAR_1} or {STR_VAR_2}?\pDon't be shy now.\nLet's blurt it out!		fc2fc6bfe0ccfc83
data/text/apprentice.inc::gText_ApprenticeMonThanks9	data/text/apprentice.inc	gText_ApprenticeMonThanks9			ApprenticeMonThanks9		Uh-huh, one {STR_VAR_1} it is!\nOK, A-OK!\lI'll get one in a BALL, like, cram!\pAll right, thanks, as always!\nAdios!		5d1c6eb26dcd0111
data/text/apprentice.inc::gText_ApprenticeWhichMon10	data/text/apprentice.inc	gText_ApprenticeWhichMon10			ApprenticeWhichMon10		{PLAYER}{KUN}, listen! Big news!\nI caught a mirage POKéMON!\pOf course I'm lying!\nWahahaha!\pThis is no lie, though.\nI'm not very good at catching\lPOKéMON.\pSo, how about deciding for me which\nkind of POKéMON I should catch,\lmaster?\pWhich would be better?\n{STR_VAR_1} or {STR_VAR_2}?		019107df7a7386ce
data/text/apprentice.inc::gText_ApprenticeMonThanks10	data/text/apprentice.inc	gText_ApprenticeMonThanks10			ApprenticeMonThanks10		Okay, so it's {STR_VAR_1} you chose?\nI'll grab the other kind, then!\pJust kidding!\nI'll obey your teaching, master!\pThanks, master!\nI hope you'll keep teaching me!		c16535fc9f8ef45e
data/text/apprentice.inc::gText_ApprenticeWhichMon11	data/text/apprentice.inc	gText_ApprenticeWhichMon11			ApprenticeWhichMon11		A-H-O-Y!\nAnd that spells ahoy!\pThe rappin' SAILOR am I!\nSurely you remember who am I?\pToday, I have a POKéMON question\nthat begs your suggestion!\pI have the choice between this\n{STR_VAR_1} and {STR_VAR_2}, you see.\lWhich is the one to catch for me?		d09bfe1c9edf1992
data/text/apprentice.inc::gText_ApprenticeMonThanks11	data/text/apprentice.inc	gText_ApprenticeMonThanks11			ApprenticeMonThanks11		{STR_VAR_1}, you say, hey, hey!\nI'll go get me one right away!\pIf it's advice I ever need,\n{PLAYER}, your word I'll always heed!		42d61819ea537a8c
data/text/apprentice.inc::gText_ApprenticeWhichMon12	data/text/apprentice.inc	gText_ApprenticeWhichMon12			ApprenticeWhichMon12		Oh, wow, if it isn't {PLAYER}!\pWhat should I do? Get your advice?\nWhy not? I'm already talking to you!\pIt's been a long time. Let me break\nthe ice. I'm also looking for advice!\lAre you receiving me?\lYou are receiving me!\pMy POKéMON--which should I use?\nIt's either {STR_VAR_1} or {STR_VAR_2}.\lWhich do you choose?		1505a775503cde62
data/text/apprentice.inc::gText_ApprenticeMonThanks12	data/text/apprentice.inc	gText_ApprenticeMonThanks12			ApprenticeMonThanks12		If that {STR_VAR_1} is the best,\nI'll do as you suggest!\pWell, {PLAYER}, I have to roam free,\nbut don't you forget about me.\pSee you again, my smart friend!		89b395c2619c4f89
data/text/apprentice.inc::gText_ApprenticeWhichMon13	data/text/apprentice.inc	gText_ApprenticeWhichMon13			ApprenticeWhichMon13		Oh, hi, {PLAYER}{KUN}…\nI have this horrible headache…\pI must've worried too much about\nthe kind of POKéMON I should raise.\pSo, things being this way,\nI need you to decide for me.\p{PLAYER}{KUN}, if I had to choose between\nthe POKéMON {STR_VAR_1} and\l{STR_VAR_2}, which should it be?		db1a18b7621aad29
data/text/apprentice.inc::gText_ApprenticeMonThanks13	data/text/apprentice.inc	gText_ApprenticeMonThanks13			ApprenticeMonThanks13		Hm, one {STR_VAR_1}, all right.\nI'll go look for one when I get better.\pI hope I can keep hitting you up\nfor help like this.		034078ff54ac4e1c
data/text/apprentice.inc::gText_ApprenticeWhichMon14	data/text/apprentice.inc	gText_ApprenticeWhichMon14			ApprenticeWhichMon14		Er… Um…\n{PLAYER}{KUN}…?\pPlease, don't look at me that way.\nI'm getting all flustered…\lI… I need your advice.\pI… I'm really embarrassed, but I can't\ndecide which POKéMON to use.\pIf the choices were {STR_VAR_1} or\n{STR_VAR_2}, which would be better?		bde483b5e9556933
data/text/apprentice.inc::gText_ApprenticeMonThanks14	data/text/apprentice.inc	gText_ApprenticeMonThanks14			ApprenticeMonThanks14		Oh… Okay!\nI'll do my best with one {STR_VAR_1}.\pI hope I can do my best without\ngetting all flustered.\pThank you, {PLAYER}{KUN}.\nIf we meet again, I hope you will be\las helpful.		b7451c209e2782de
data/text/apprentice.inc::gText_ApprenticeWhichMon15	data/text/apprentice.inc	gText_ApprenticeWhichMon15			ApprenticeWhichMon15		Hm? You appear to be {PLAYER}{KUN}…\nBut are you really real?\pNo, no, if you are real, it's fine.\nIncidentally, I would like to obtain\lyour advice.\pIt's about the POKéMON I am to use.\pIf the choices are the POKéMON\n{STR_VAR_1} and {STR_VAR_2}, which is\lmore worthy of me?		67e4a1d5008b7b2d
data/text/apprentice.inc::gText_ApprenticeMonThanks15	data/text/apprentice.inc	gText_ApprenticeMonThanks15			ApprenticeMonThanks15		{STR_VAR_1}?\nAre you certain?\pI see. If that's the case, that's fine.\nI thank you for your time.\pI do hope it is something even I can\nhandle with aplomb.\pLet us meet again!		3316d976682ce5fa
data/text/apprentice.inc::gText_ApprenticeWhichMove0	data/text/apprentice.inc	gText_ApprenticeWhichMove0			ApprenticeWhichMove0		Waaah! Oh, {PLAYER}!\nSnivel… Hiccup…\pI have a dilemma!\nI can't decide on a move for\lmy {STR_VAR_1}…\pPlease, please, {PLAYER}.\nCan you decide for me?\pFor my {STR_VAR_1}, which move would\nbe the better choice: {STR_VAR_2}\lor {STR_VAR_3}?		87e00afe3014217c
data/text/apprentice.inc::gText_ApprenticeMoveThanks0	data/text/apprentice.inc	gText_ApprenticeMoveThanks0			ApprenticeMoveThanks0		{STR_VAR_1}?\nWaaaaah!\pOh! I'm so sorry, {PLAYER}!\nYou've made me so happy by deciding\lthe move, I'm crying…\pSnivel…\nThank you so much!		3d8c35e31931566f
data/text/apprentice.inc::gText_ApprenticeWhichMove1	data/text/apprentice.inc	gText_ApprenticeWhichMove1			ApprenticeWhichMove1		Yay! Hi, {PLAYER}!\nI need your advice again!\pI want to teach my {STR_VAR_1}\na cool move.\pI like either of the moves\n{STR_VAR_2} or {STR_VAR_3}.\lWhat's your recommendation?		118bb11cd18267e0
data/text/apprentice.inc::gText_ApprenticeMoveThanks1	data/text/apprentice.inc	gText_ApprenticeMoveThanks1			ApprenticeMoveThanks1		{STR_VAR_1} is better? I guess so!\nOkay, I'll go with that!\pIf we meet here again, please teach\nme something else, teacher!		ae6a53f42c618519
data/text/apprentice.inc::gText_ApprenticeWhichMove2	data/text/apprentice.inc	gText_ApprenticeWhichMove2			ApprenticeWhichMove2		{PLAYER}, hello!\nIt's about my {STR_VAR_1}, but I'm\lworried about its moves.\pYou see, it's the moves {STR_VAR_2}\nand {STR_VAR_3}.\pWhich is stronger and better for\nmy {STR_VAR_1}?		b1cae65881389a4a
data/text/apprentice.inc::gText_ApprenticeMoveThanks2	data/text/apprentice.inc	gText_ApprenticeMoveThanks2			ApprenticeMoveThanks2		{STR_VAR_1} is your choice?\nOkay, I got it!\pI'll go teach {STR_VAR_1} to\nmy POKéMON right away!\pSee you again!		f1bc309196ebd898
data/text/apprentice.inc::gText_ApprenticeWhichMove3	data/text/apprentice.inc	gText_ApprenticeWhichMove3			ApprenticeWhichMove3		Ohhh, {PLAYER}…\nI'm hopeless, no, really!\pI've decided to raise a POKéMON,\nbut now I can't even decide what\lmove I should let it learn…\pI know that it doesn't mean anything\nto you, {PLAYER}.\pBut it means a lot to me…\pPlease, {PLAYER}, could you choose\na move for my {STR_VAR_1}?\pIf you could even choose between\n{STR_VAR_2} and {STR_VAR_3}…		d8617570042f0676
data/text/apprentice.inc::gText_ApprenticeMoveThanks3	data/text/apprentice.inc	gText_ApprenticeMoveThanks3			ApprenticeMoveThanks3		I understand!\pBut will it even be willing to learn\n{STR_VAR_1} for me…\lNo! I'll do my best!\pThank you!		60f14cc52c316b96
data/text/apprentice.inc::gText_ApprenticeWhichMove4	data/text/apprentice.inc	gText_ApprenticeWhichMove4			ApprenticeWhichMove4		Oh, {PLAYER}{KUN}!\nI was just hoping to see you, too!\pI was wondering what move would\nbe suitable for my {STR_VAR_1}.\pI can't decide, so can you decide\nfor me instead?\pFor instance… How about the moves\n{STR_VAR_2} and {STR_VAR_3}?\lWhich one would be better?		2a92b2dadbe28f2e
data/text/apprentice.inc::gText_ApprenticeMoveThanks4	data/text/apprentice.inc	gText_ApprenticeMoveThanks4			ApprenticeMoveThanks4		{STR_VAR_1}? That's great!\pKnowing that you made the decision,\n{PLAYER}{KUN}, I won't be so upset if\lI lose.\pOkay, I'll look to you for advice again.\nBye!		c5682210370afaf0
data/text/apprentice.inc::gText_ApprenticeWhichMove5	data/text/apprentice.inc	gText_ApprenticeWhichMove5			ApprenticeWhichMove5		How could things be this busy?\nHey, if it isn't {PLAYER}{KUN}!\lHow's it going?\pSince I got up this morning, I've done\nmy jogging, swimming, and cooking!\pYou wouldn't believe how busy I am!\pI can't even decide what move\nmy {STR_VAR_1} should learn!\p{STR_VAR_2} looks good, huh?\nBut {STR_VAR_3}'s also decent.\p{PLAYER}{KUN}, give me some of your good\nadvice! Which move'd be good for me?		385272756ebc09ae
data/text/apprentice.inc::gText_ApprenticeMoveThanks5	data/text/apprentice.inc	gText_ApprenticeMoveThanks5			ApprenticeMoveThanks5		Okay, gotcha.\nI'll make room in my schedule and\lteach that move.\pI'm glad I met a good mentor in you.\nThanks! See you around!		5a4b4bc3c21fe0c0
data/text/apprentice.inc::gText_ApprenticeWhichMove6	data/text/apprentice.inc	gText_ApprenticeWhichMove6			ApprenticeWhichMove6		Oh! Lucky!\nI met you again, {PLAYER}!\lI need to tap your mind again today.\pDrum roll, please!\nThe question I have is…\pFor my {STR_VAR_1}, which is the move\nbest suited, {STR_VAR_2} or\l{STR_VAR_3}?		290721511eeee302
data/text/apprentice.inc::gText_ApprenticeMoveThanks6	data/text/apprentice.inc	gText_ApprenticeMoveThanks6			ApprenticeMoveThanks6		Ahhh!\n{STR_VAR_1}, you say!\lThanks for a most cool answer!\pI guess that's about all I wanted\nto ask you today.\pLet's meet here again, okay?\nThanks!		9d2aeaa1485c70b3
data/text/apprentice.inc::gText_ApprenticeWhichMove7	data/text/apprentice.inc	gText_ApprenticeWhichMove7			ApprenticeWhichMove7		Oh, hello, {PLAYER}.\nI trust you've been well?\pI have to seek your advice again.\nIt's about my dearest {STR_VAR_1}.\pWhat would be the ideal move for\nmy lovable {STR_VAR_1}?\l{STR_VAR_2} or {STR_VAR_3}?		731a512d78c48c2c
data/text/apprentice.inc::gText_ApprenticeMoveThanks7	data/text/apprentice.inc	gText_ApprenticeMoveThanks7			ApprenticeMoveThanks7		{STR_VAR_1} it is!\nI will teach that right away!\pThank you, {PLAYER}.\nI hope I can count on you again.\lPlease take care!		78566caec9996395
data/text/apprentice.inc::gText_ApprenticeWhichMove8	data/text/apprentice.inc	gText_ApprenticeWhichMove8			ApprenticeWhichMove8		Eek! {PLAYER}! I met you again!\nI… I'm overjoyed!\pWhenever I'm in need, you're always\nthere for me, {PLAYER}!\pToday, I want you to recommend\na move for me!\pPlease choose a move for\nmy {STR_VAR_1}!\pWhich move would be better,\n{STR_VAR_2} or {STR_VAR_3}?		80753e9d00001e4e
data/text/apprentice.inc::gText_ApprenticeMoveThanks8	data/text/apprentice.inc	gText_ApprenticeMoveThanks8			ApprenticeMoveThanks8		Oh-oh-oh! Thank you!\n{STR_VAR_1} is it!\lPerfectly understood!\pI hope you'll be willing to teach me\nsome more another time.		722481e4944b49ef
